OrgCode,Unit,CourtType,LocationId,Circuit,District,MainOffice,OfficeName,Url,Phone,Fax,Opens,Closes,LunchStart,LunchEnd,HasPublicLibrary,Longitude,Latitude,Room,BuildingName,BuildingAddress,BuildingCity,BuildingState,BuildingZip,LocationGroup,Address,EJurorUrl,JuryServiceUrl,ECFurl,ECFUrl2,MailBox,MailZip
B07INNC,BC,"Bankruptcy Court",411,07,INN,1,"Indiana Northern Bankruptcy Court",http://www.innb.uscourts.gov,219-852-3480,219-852-3552,,,,,0,-87.5209538,41.6153856,"Suite 2200","United States Courthouse","5400 Federal Plaza",Hammond,IN,46320,"United States Courthouse","United States Courthouse
5400 Federal Plaza
Hammond, IN 46320
",,,https://ecf.innb.uscourts.gov,,,
B07INNC,BC,"Bankruptcy Court",413,07,INN,0,"Indiana Northern Bankruptcy Court",http://www.innb.uscourts.gov,574-968-2100,574-968-2231,,,,,0,-86.249778,41.672333,,"Robert K. Rodibaugh United States Courthouse","401 South Michigan Street","South Bend",IN,46601,"Robert K. Rodibaugh United States Courthouse","Robert K. Rodibaugh United States Courthouse
401 South Michigan Street
South Bend, IN 46601
",,,https://ecf.innb.uscourts.gov,,,
B07INSC,BC,"Bankruptcy Court",414,07,INS,0,"Indiana Southern Bankruptcy Court",http://www.insb.uscourts.gov,812-434-6470,812-434-6471,,,,,0,-87.568547,37.974088,"3rd Floor","Federal Building","101 NW Martin Luther King Jr. Boulevard",Evansville,IN,47708-1951,"Federal Building","Federal Building
101 NW Martin Luther King Jr. Boulevard
Evansville, IN 47708-1951
",,,https://ecf.insb.uscourts.gov,,,
B07INSC,BC,"Bankruptcy Court",415,07,INS,1,"Indiana Southern Bankruptcy Court",http://www.insb.uscourts.gov,317-229-3800,317-229-3801,,,,,0,-86.157123,39.769890,116,"Birch Bayh Federal Building and United States Courthouse","46 East Ohio Street",Indianapolis,IN,46204,"Birch Bayh Federal Building and United States Courthouse","Birch Bayh Federal Building and United States Courthouse
46 East Ohio Street
Indianapolis, IN 46204
",,,https://ecf.insb.uscourts.gov,,,
B07INSC,BC,"Bankruptcy Court",416,07,INS,0,"Indiana Southern Bankruptcy Court",http://www.insb.uscourts.gov,812-542-4540,812-542-4541,,,,,0,-85.824809,38.285435,"1st Floor","Lee H. Hamilton Federal Building and United States Courthouse","121 West Spring Street","New Albany",IN,47150,"Lee H. Hamilton Federal Building and United States Courthouse","Lee H. Hamilton Federal Building and United States Courthouse
121 West Spring Street
New Albany, IN 47150
",,,https://ecf.insb.uscourts.gov,,,
B07WIEC,BC,"Bankruptcy Court",418,07,WIE,1,"Wisconsin Eastern Bankruptcy Court",http://www.wieb.uscourts.gov,414-297-3291,414-297-4040,,,,,0,-87.905190,43.038842,126,"United States Courthouse and Federal Building","517 East Wisconsin Avenue",Milwaukee,WI,53202,"United States Courthouse and Federal Building","United States Courthouse and Federal Building
517 East Wisconsin Avenue
Milwaukee, WI 53202
",,,https://ecf.wieb.uscourts.gov,,,
B07WIWC,BC,"Bankruptcy Court",419,07,WIW,0,"Wisconsin Western Bankruptcy Court",http://www.wiwb.uscourts.gov,715-839-2980,715-839-2996,,,,,0,-91.498060,44.809425,100,"United States Courthouse","500 South Barstow Street","Eau Claire",WI,54701,"United States Courthouse","United States Courthouse
500 South Barstow Street
Eau Claire, WI 54701
",,,https://ecf.wiwb.uscourts.gov,,,
B07WIWC,BC,"Bankruptcy Court",420,07,WIW,1,"Wisconsin Western Bankruptcy Court",http://www.wiwb.uscourts.gov,608-264-5178,608-264-5105,8:00,4:30,,,0,-89.388435,43.073612,340,"Robert W. Kastenmeier United States Courthouse","120 North Henry Street",Madison,WI,53703-2559,"Robert W. Kastenmeier United States Courthouse","Robert W. Kastenmeier United States Courthouse
120 North Henry Street
Madison, WI 53703-2559
",,,https://ecf.wiwb.uscourts.gov,,,
B08AREC,BC,"Bankruptcy Court",421,08,ARE,0,"Arkansas Eastern & Western Bankruptcy Court",http://www.areb.uscourts.gov,479-582-9800,479-582-9825,,,,,0,-94.159124,36.061872,316,"John Paul Hammerschmidt Federal Building","35 East Mountain Street",Fayetteville,AR,72701,"John Paul Hammerschmidt Federal Building","John Paul Hammerschmidt Federal Building
35 East Mountain Street
Fayetteville, AR 72701
",,,https://ecf.areb.uscourts.gov,https://ecf.arwb.uscourts.gov,,
B08AREC,BC,"Bankruptcy Court",422,08,ARE,1,"Arkansas Eastern & Western Bankruptcy Court",http://www.areb.uscourts.gov,501-918-5500,501-918-5520,,,,,0,-92.273499,34.747520,,"Old United States Post Office and Courthouse","300 West Second Street","Little Rock",AR,72201,"Old United States Post Office and Courthouse","Old United States Post Office and Courthouse
300 West Second Street
Little Rock, AR 72201
",,,https://ecf.areb.uscourts.gov,https://ecf.arwb.uscourts.gov,,
B08IANC,BC,"Bankruptcy Court",423,08,IAN,1,"Iowa Northern Bankruptcy Court",http://www.ianb.uscourts.gov,319-286-2200,319-286-2280,,,,,0,-91.6645206,41.9731133,"6th Floor","United States Courthouse","111 Seventh Avenue, SE","Cedar Rapids",IA,52401-2101,"United States Courthouse","United States Courthouse
111 Seventh Avenue, SE
Cedar Rapids, IA 52401-2101
",,,https://ecf.ianb.uscourts.gov,,"Internal Box 15",52401-2101
B08IANC,BC,"Bankruptcy Court",424,08,IAN,0,"Iowa Northern Bankruptcy Court",http://www.ianb.uscourts.gov,712-233-3939,712-233-3942,,,,,0,-96.407591,42.496323,106,"United States Courthouse","320 Sixth Street","Sioux City",IA,51101-1210,"United States Courthouse","United States Courthouse
320 Sixth Street
Sioux City, IA 51101-1210
",,,https://ecf.ianb.uscourts.gov,,,
B08IASC,BC,"Bankruptcy Court",425,08,IAS,1,"Iowa Southern Bankruptcy Court",http://www.iasb.uscourts.gov,515-284-6230,515-284-6404,,,,,0,-93.615350,41.586357,300,"United States Courthouse Annex","110 East Court Avenue","Des Moines",IA,50309-2044,"United States Courthouse Annex","United States Courthouse Annex
110 East Court Avenue
Des Moines, IA 50309-2044
",,,https://ecf.iasb.uscourts.gov,,,
B08MNXC,BC,"Bankruptcy Court",426,08,MNX,0,"Minnesota Bankruptcy Court",http://www.mnb.uscourts.gov,218-529-3600,218-529-3606,,,,,0,-92.105743,46.782658,"Suite 416","Gerald W. Heaney Federal Building and United States Courthouse","515 West First Street",Duluth,MN,55802,"Gerald W. Heaney Federal Building and United States Courthouse","Gerald W. Heaney Federal Building and United States Courthouse
515 West First Street
Duluth, MN 55802
",,,https://ecf.mnb.uscourts.gov,,,
B08MNXC,BC,"Bankruptcy Court",428,08,MNX,1,"Minnesota Bankruptcy Court",http://www.mnb.uscourts.gov,612-664-5200,612-664-5303,,,,,0,-93.265670,44.978051,301,"United States Courthouse","300 South Fourth Street",Minneapolis,MN,55415,"United States Courthouse","United States Courthouse
300 South Fourth Street
Minneapolis, MN 55415
",,,https://ecf.mnb.uscourts.gov,,,
B08MNXC,BC,"Bankruptcy Court",429,08,MNX,0,"Minnesota Bankruptcy Court",http://www.mnb.uscourts.gov,651-848-1000,651-848-1098,,,,,0,-93.089724,44.946253,,"Warren E. Burger Federal Building","316 North Robert Street","St. Paul",MN,55101,"Warren E. Burger Federal Building","Warren E. Burger Federal Building
316 North Robert Street
St. Paul, MN 55101
",,,https://ecf.mnb.uscourts.gov,,,
B08MOEC,BC,"Bankruptcy Court",430,08,MOE,1,"Missouri Eastern Bankruptcy Court",http://www.moeb.uscourts.gov,314-244-4500,314-244-4990,,,,,0,-90.196121,38.625774,"4th Floor","Thomas F. Eagleton United States Courthouse","111 South Tenth Street","St. Louis",MO,63102-1116,"Thomas F. Eagleton United States Courthouse","Thomas F. Eagleton United States Courthouse
111 South Tenth Street
St. Louis, MO 63102-1116
",,,https://ecf.moeb.uscourts.gov,,,
B08MOWC,BC,"Bankruptcy Court",431,08,MOW,1,"Missouri Western Bankruptcy Court",http://www.mow.uscourts.gov,816-512-5000,816-512-5078,,,,,0,-94.578350,39.103420,,"Charles Evans Whittaker United States Courthouse","400 East Ninth Street","Kansas City",MO,64106,"Charles Evans Whittaker United States Courthouse","Charles Evans Whittaker United States Courthouse
400 East Ninth Street
Kansas City, MO 64106
",,,https://ecf.mowb.uscourts.gov,,,
B08NDXC,BC,"Bankruptcy Court",432,08,NDX,1,"North Dakota Bankruptcy Court",http://www.ndb.uscourts.gov,701-297-7100,701-297-7105,,,,,0,-96.789681,46.876935,"Suite 210","Quentin N. Burdick United States Courthouse","655 First Avenue North",Fargo,ND,58102,"Quentin N. Burdick United States Courthouse","Quentin N. Burdick United States Courthouse
655 First Avenue North
Fargo, ND 58102
",,,https://ecf.ndb.uscourts.gov,,,
B08NEXC,BC,"Bankruptcy Court",433,08,NEX,0,"Nebraska Bankruptcy Court",http://www.neb.uscourts.gov,402-437-1625,402-437-1624,,,,,0,-96.699677,40.813652,460,"Robert V. Denney United States Courthouse","100 Centennial Mall North",Lincoln,NE,68508-3803,"Robert V. Denney United States Courthouse","Robert V. Denney United States Courthouse
100 Centennial Mall North
Lincoln, NE 68508-3803
",,,https://ecf.neb.uscourts.gov,,,
B08NEXC,BC,"Bankruptcy Court",434,08,NEX,1,"Nebraska Bankruptcy Court",http://www.neb.uscourts.gov,402-661-7444,402-661-7492,,,,,0,-95.939819,41.258613,"Suite 1125","Roman L. Hruska United States Courthouse","111 South 18th Plaza",Omaha,NE,68102,"Roman L. Hruska United States Courthouse","Roman L. Hruska United States Courthouse
111 South 18th Plaza
Omaha, NE 68102
",,,https://ecf.neb.uscourts.gov,,,
B08SDXC,BC,"Bankruptcy Court",435,08,SDX,0,"South Dakota Bankruptcy Court",http://www.sdb.uscourts.gov,605-945-4460,605-357-2401,8:00,5:00,,,0,-100.352711,44.367806,203,"United States Post Office and Courthouse","225 South Pierre Street",Pierre,SD,57501,"United States Post Office and Courthouse","United States Post Office and Courthouse
225 South Pierre Street
Pierre, SD 57501
",,,https://ecf.sdb.uscourts.gov,,,
B08SDXC,BC,"Bankruptcy Court",436,08,SDX,1,"South Dakota Bankruptcy Court",http://www.sdb.uscourts.gov,605-357-2400,605-357-2401,8:00,5:00,,,0,-96.726799,43.543445,104,"United States Courthouse","400 South Phillips Avenue","Sioux Falls",SD,57104-6851,"United States Courthouse","United States Courthouse
400 South Phillips Avenue
Sioux Falls, SD 57104-6851
",,,https://ecf.sdb.uscourts.gov,,,
B09AKXC,BC,"Bankruptcy Court",437,09,AKX,1,"Alaska Bankruptcy Court",http://www.akb.uscourts.gov,907-271-2655,907-271-2645,,,,,0,-149.893596,61.218552,"Suite 138","Old Federal Building","605 West Fourth Avenue",Anchorage,AK,99501-2248,"Old Federal Building","Old Federal Building
605 West Fourth Avenue
Anchorage, AK 99501-2248
",,,https://ecf.akb.uscourts.gov,,,
B09AZXC,BC,"Bankruptcy Court",440,09,AZX,1,"Arizona Bankruptcy Court",http://www.azb.uscourts.gov,602-682-4000,602-682-4073,,,,,0,-112.075160,33.450679,"Suite 101","United States Courthouse","230 North First Avenue",Phoenix,AZ,85003,"United States Courthouse","United States Courthouse
230 North First Avenue
Phoenix, AZ 85003
",,,https://ecf.azb.uscourts.gov,,,
B09AZXC,BC,"Bankruptcy Court",441,09,AZX,0,"Arizona Bankruptcy Court",http://www.azb.uscourts.gov,520-202-7500,520-202-7580,,,,,0,-110.969746,32.221542,,"James A. Walsh United States Courthouse","38 South Scott Avenue",Tucson,AZ,85701-1704,"James A. Walsh United States Courthouse","James A. Walsh United States Courthouse
38 South Scott Avenue
Tucson, AZ 85701-1704
",,,https://ecf.azb.uscourts.gov,,,
B09AZXC,BC,"Bankruptcy Court",442,09,AZX,0,"Arizona Bankruptcy Court",http://www.azb.uscourts.gov,602-682-4961,,,,,,0,-114.620735,32.725285,"Suite 270","John M. Roll United States Courthouse","98 West 1st Street",Yuma,AZ,85364,"John M. Roll United States Courthouse","John M. Roll United States Courthouse
98 West 1st Street
Yuma, AZ 85364
",,,https://ecf.azb.uscourts.gov,,,
B09CACC,BC,"Bankruptcy Court",443,09,CAC,1,"California Central Bankruptcy Court",http://www.cacb.uscourts.gov,213-894-3118,213-894-0225,,,,,0,-118.240922,34.053430,,"Edward R. Roybal Federal Building and Courthouse","255 East Temple Street","Los Angeles",CA,90012-3332,"Edward R. Roybal Federal Building and Courthouse","Edward R. Roybal Federal Building and Courthouse
255 East Temple Street
Los Angeles, CA 90012-3332
",,,https://ecf.cacb.uscourts.gov,,,
B09CACC,BC,"Bankruptcy Court",444,09,CAC,0,"California Central Bankruptcy Court",http://www.cacb.uscourts.gov,951-774-1000,951-276-2908,,,,,0,-117.373837,33.976565,,,"3420 Twelfth Street",Riverside,CA,92501-3801,"3420 Twelfth Street","3420 Twelfth Street
Riverside, CA 92501-3801
",,,https://ecf.cacb.uscourts.gov,,,
B09CACC,BC,"Bankruptcy Court",445,09,CAC,0,"California Central Bankruptcy Court",http://www.cacb.uscourts.gov,714-338-5300,714-338-5393,,,,,0,-117.871029,33.747996,,"Ronald Reagan Federal Building and United States Courthouse","411 West Fourth Street","Santa Ana",CA,92701,"Ronald Reagan Federal Building and United States Courthouse","Ronald Reagan Federal Building and United States Courthouse
411 West Fourth Street
Santa Ana, CA 92701
",,,https://ecf.cacb.uscourts.gov,,,
B09CACC,BC,"Bankruptcy Court",446,09,CAC,0,"California Central Bankruptcy Court",http://www.cacb.uscourts.gov,805-884-4800,805-963-4068,,,,,0,-119.707224,34.425382,,"Federal Building","1415 State Street","Santa Barbara",CA,93101-2511,"Federal Building","Federal Building
1415 State Street
Santa Barbara, CA 93101-2511
",,,https://ecf.cacb.uscourts.gov,,,
B09CACC,BC,"Bankruptcy Court",447,09,CAC,0,"California Central Bankruptcy Court",http://www.cacb.uscourts.gov,818-587-2900,818-587-2954,,,,,0,-118.591575,34.173331,,"Warner Center","21041 Burbank Boulevard","Woodland Hills",CA,91367-6609,"Warner Center","Warner Center
21041 Burbank Boulevard
Woodland Hills, CA 91367-6609
",,,https://ecf.cacb.uscourts.gov,,,
B09CAEC,BC,"Bankruptcy Court",448,09,CAE,0,"California Eastern Bankruptcy Court",http://www.caeb.uscourts.gov,559-499-5800,559-499-5845,,,,,0,-119.784970,36.737519,"Suite 2501","Robert E. Coyle United States Courthouse","2500 Tulare Street",Fresno,CA,93721,"Robert E. Coyle United States Courthouse","Robert E. Coyle United States Courthouse
2500 Tulare Street
Fresno, CA 93721
",,,https://ecf.caeb.uscourts.gov,,,
B09CAEC,BC,"Bankruptcy Court",449,09,CAE,0,"California Eastern Bankruptcy Court",http://www.caeb.uscourts.gov,209-521-5160,,,,,,0,-120.9972414,37.6409801,"Suite 200",,"1200 I Street",Modesto,CA,95354-0836,"1200 I Street","1200 I Street
Modesto, CA 95354-0836
",,,https://ecf.caeb.uscourts.gov,,,
B09CAEC,BC,"Bankruptcy Court",450,09,CAE,1,"California Eastern Bankruptcy Court",http://www.caeb.uscourts.gov,916-930-4400,916-930-4550,,,,,0,-121.499625,38.583183,3-200,"Robert T. Matsui United States Courthouse","501 I Street",Sacramento,CA,95814-7300,"Robert T. Matsui United States Courthouse","Robert T. Matsui United States Courthouse
501 I Street
Sacramento, CA 95814-7300
",,,https://ecf.caeb.uscourts.gov,,,
B09CANC,BC,"Bankruptcy Court",451,09,CAN,0,"California Northern Bankruptcy Court",http://www.canb.uscourts.gov,888-821-7606,,,,,,0,-122.274047,37.804616,"3rd Floor","Oakland City Center","1300 Clay Street",Oakland,CA,94612-1425,"Oakland City Center","Oakland City Center
1300 Clay Street
Oakland, CA 94612-1425
",,,https://ecf.canb.uscourts.gov,,,
B09CANC,BC,"Bankruptcy Court",452,09,CAN,1,"California Northern Bankruptcy Court",http://www.canb.uscourts.gov,888-821-7606,,,,,,0,-122.418020,37.781353,,"Phillip Burton United States Courthouse","450 Golden Gate Avenue","San Francisco",CA,94102-3434,"Phillip Burton United States Courthouse","Phillip Burton United States Courthouse
450 Golden Gate Avenue
San Francisco, CA 94102-3434
",,,https://ecf.canb.uscourts.gov,,"Internal Box 36099",94102-3434
B09CANC,BC,"Bankruptcy Court",453,09,CAN,0,"California Northern Bankruptcy Court",http://www.canb.uscourts.gov,888-821-7606,,,,,,0,-121.887280,37.331818,3035,"Robert F. Peckham Federal Building and United States Courthouse","280 South First Street","San Jose",CA,95113-3002,"Robert F. Peckham Federal Building and United States Courthouse","Robert F. Peckham Federal Building and United States Courthouse
280 South First Street
San Jose, CA 95113-3002
",,,https://ecf.canb.uscourts.gov,,,
B09CANC,BC,"Bankruptcy Court",454,09,CAN,0,"California Northern Bankruptcy Court",http://www.canb.uscourts.gov,888-821-7606,,,,,,0,-122.709088,38.438516,,"John F. Shea Federal Building","777 Sonoma Avenue","Santa Rosa",CA,95404-4731,"John F. Shea Federal Building","John F. Shea Federal Building
777 Sonoma Avenue
Santa Rosa, CA 95404-4731
",,,https://ecf.canb.uscourts.gov,,,
B09CASC,BC,"Bankruptcy Court",455,09,CAS,1,"California Southern Bankruptcy Court",http://www.casb.uscourts.gov,619-557-5620,619-557-7601,9:00,4:00,,,0,-117.165815,32.713616,"First Floor","Jacob Weinberger United States Courthouse","325 West F Street","San Diego",CA,92101-6017,"Jacob Weinberger United States Courthouse","Jacob Weinberger United States Courthouse
325 West F Street
San Diego, CA 92101-6017
",,,https://ecf.casb.uscourts.gov,,,
B09HIXC,BC,"Bankruptcy Court",456,09,HIX,1,"Hawaii Bankruptcy Court",http://www.hib.uscourts.gov,808-522-8100,808-522-8120,,,,,0,-157.859954,21.309611,"250 L",,"1132 Bishop Street",Honolulu,HI,96813-2807,"1132 Bishop Street","1132 Bishop Street
Honolulu, HI 96813-2807
",,,https://ecf.hib.uscourts.gov,,,
B09IDXC,BC,"Bankruptcy Court",457,09,IDX,1,"Idaho Bankruptcy Court",http://www.id.uscourts.gov,208-334-1361,208-334-9362,,,,,0,-116.192244,43.614512,400,"James A. McClure Federal Building and United States Courthouse","550 West Fort Street",Boise,ID,83724-0101,"James A. McClure Federal Building and United States Courthouse","James A. McClure Federal Building and United States Courthouse
550 West Fort Street
Boise, ID 83724-0101
",,,https://ecf.idb.uscourts.gov,,,
B09IDXC,BC,"Bankruptcy Court",458,09,IDX,0,"Idaho Bankruptcy Court",http://www.id.uscourts.gov,208-665-6850,208-665-6801,,,,,0,-116.7961049,47.7316020,149,"United States Courthouse","6450 North Mineral Drive","Coeur d'Alene",ID,83815,"United States Courthouse","United States Courthouse
6450 North Mineral Drive
Coeur d'Alene, ID 83815
",,,https://ecf.idb.uscourts.gov,,,
B09IDXC,BC,"Bankruptcy Court",460,09,IDX,0,"Idaho Bankruptcy Court",http://www.id.uscourts.gov,208-478-4123,208-478-4106,,,,,0,-112.448420,42.873940,119,"Federal Building and United States Courthouse","801 East Sherman Street",Pocatello,ID,83201-5730,"Federal Building and United States Courthouse","Federal Building and United States Courthouse
801 East Sherman Street
Pocatello, ID 83201-5730
",,,https://ecf.idb.uscourts.gov,,,
B09MTXC,BC,"Bankruptcy Court",461,09,MTX,0,"Montana Bankruptcy Court",http://www.mtb.uscourts.gov,406-782-3354,406-782-0537,,,,,0,-112.536118,46.016464,303,"Mike Mansfield Federal Building and United States Courthouse","400 North Main Street",Butte,MT,59701,"Mike Mansfield Federal Building and United States Courthouse","Mike Mansfield Federal Building and United States Courthouse
400 North Main Street
Butte, MT 59701
",,,https://ecf.mtb.uscourts.gov,,,
B09NVXC,BC,"Bankruptcy Court",462,09,NVX,1,"Nevada Bankruptcy Court",http://www.nvb.uscourts.gov,702-527-7000,702-527-7005,,,,,0,-115.142405,36.166926,"4th Floor","Foley Federal Building","300 Las Vegas Boulevard South","Las Vegas",NV,89101-5833,"Foley Federal Building","Foley Federal Building
300 Las Vegas Boulevard South
Las Vegas, NV 89101-5833
",,,https://ecf.nvb.uscourts.gov,,,
B09NVXC,BC,"Bankruptcy Court",463,09,NVX,0,"Nevada Bankruptcy Court",http://www.nvb.uscourts.gov,775-326-2100,775-326-2185,,,,,0,-119.826440,39.517840,"1st Floor","C. Clifton Young Federal Building and United States Courthouse","300 Booth Street",Reno,NV,89509-1317,"C. Clifton Young Federal Building and United States Courthouse","C. Clifton Young Federal Building and United States Courthouse
300 Booth Street
Reno, NV 89509-1317
",,,https://ecf.nvb.uscourts.gov,,,
B09ORXC,BC,"Bankruptcy Court",464,09,ORX,0,"Oregon Bankruptcy Court",http://www.orb.uscourts.gov,541-431-4000,541-431-4046,,,,,0,-123.086563,44.051070,2600,"Wayne Lyman Morse United States Courthouse","405 East Eighth Avenue",Eugene,OR,97401-2705,"Wayne Lyman Morse United States Courthouse","Wayne Lyman Morse United States Courthouse
405 East Eighth Avenue
Eugene, OR 97401-2705
",,,https://ecf.orb.uscourts.gov,,,
B09ORXC,BC,"Bankruptcy Court",465,09,ORX,1,"Oregon Bankruptcy Court",http://www.orb.uscourts.gov,503-326-1500,503-326-3046,,,,,0,-122.67986,45.51673,"Suite 700",Sixth+Main,"1050 SW 6th Ave",Portland,OR,97204-1145,Sixth+Main,"Sixth+Main
1050 SW 6th Ave
Portland, OR 97204-1145
",,,https://ecf.orb.uscourts.gov,,,
B09WAEC,BC,"Bankruptcy Court",466,09,WAE,1,"Washington Eastern Bankruptcy Court",http://www.waeb.uscourts.gov,509-458-5300,509-458-2445,,,,,0,-117.425402,47.657915,"Suite 304","United States Post Office Building","904 West Riverside Avenue",Spokane,WA,99201-1011,"United States Post Office Building","United States Post Office Building
904 West Riverside Avenue
Spokane, WA 99201-1011
",,,https://ecf.waeb.uscourts.gov,,,
B09WAEC,BC,"Bankruptcy Court",467,09,WAE,0,"Washington Eastern Bankruptcy Court",http://www.waeb.uscourts.gov,509-576-6100,509-576-6101,,,,,0,-120.501536,46.603280,"Suite 200","The Chinook Tower Building","402 East Yakima Avenue",Yakima,WA,98901-5407,"The Chinook Tower Building","The Chinook Tower Building
402 East Yakima Avenue
Yakima, WA 98901-5407
",,,https://ecf.waeb.uscourts.gov,,,
B09WAWC,BC,"Bankruptcy Court",468,09,WAW,1,"Washington Western Bankruptcy Court",http://www.wawb.uscourts.gov,206-370-5200,206-370-5210,,,,,0,-122.336260,47.614294,6301,"United States Courthouse","700 Stewart Street",Seattle,WA,98101-1271,"United States Courthouse","United States Courthouse
700 Stewart Street
Seattle, WA 98101-1271
",,,https://ecf.wawb.uscourts.gov,,,
B09WAWC,BC,"Bankruptcy Court",469,09,WAW,0,"Washington Western Bankruptcy Court",http://www.wawb.uscourts.gov,253-882-3900,253-882-3901,,,,,0,-122.436898,47.245974,"Suite 2100","United States Courthouse","1717 Pacific Avenue",Tacoma,WA,98402-3234,"United States Courthouse","United States Courthouse
1717 Pacific Avenue
Tacoma, WA 98402-3234
",,,https://ecf.wawb.uscourts.gov,,,
B10COXC,BC,"Bankruptcy Court",470,10,COX,1,"Colorado Bankruptcy Court",http://www.cob.uscourts.gov,720-904-7300,720-904-7314,,,,,0,-104.988758,39.748120,116,"United States Custom House","721 19th Street",Denver,CO,80202-2500,"United States Custom House","United States Custom House
721 19th Street
Denver, CO 80202-2500
",,,https://ecf.cob.uscourts.gov,,,
B10KSXC,BC,"Bankruptcy Court",471,10,KSX,0,"Kansas Bankruptcy Court",http://www.ksb.uscourts.gov,913-735-2110,913-735-2111,,,,,0,-94.621414,39.116554,161,"Robert J. Dole United States Courthouse","500 State Avenue","Kansas City",KS,66101-2441,"Robert J. Dole United States Courthouse","Robert J. Dole United States Courthouse
500 State Avenue
Kansas City, KS 66101-2441
",,,https://ecf.ksb.uscourts.gov,,,
B10KSXC,BC,"Bankruptcy Court",472,10,KSX,0,"Kansas Bankruptcy Court",http://www.ksb.uscourts.gov,785-338-5910,785-338-5911,,,,,0,-95.670889,39.053542,240,"Frank Carlson Federal Building and United States Courthouse","444 Southeast Quincy Street",Topeka,KS,66683,"Frank Carlson Federal Building and United States Courthouse","Frank Carlson Federal Building and United States Courthouse
444 Southeast Quincy Street
Topeka, KS 66683
",,,https://ecf.ksb.uscourts.gov,,,
B10KSXC,BC,"Bankruptcy Court",473,10,KSX,1,"Kansas Bankruptcy Court",http://www.ksb.uscourts.gov,316-315-4110,316-315-4111,,,,,0,-97.336891,37.691630,167,"United States Courthouse","401 North Market Street",Wichita,KS,67202-2000,"United States Courthouse","United States Courthouse
401 North Market Street
Wichita, KS 67202-2000
",,,https://ecf.ksb.uscourts.gov,,,
B10NMXC,BC,"Bankruptcy Court",474,10,NMX,1,"New Mexico Bankruptcy Court",http://www.nmb.uscourts.gov,505-415-7999,505-415-7999,8:30,4:30,,,0,-106.649517,35.091135,"Suite 360","Pete V. Domenici United States Courthouse","333 Lomas Boulevard, N.W.",Albuquerque,NM,87102,"Pete V. Domenici United States Courthouse","Pete V. Domenici United States Courthouse
333 Lomas Boulevard, N.W.
Albuquerque, NM 87102
",,,https://ecf.nmb.uscourts.gov,,,
B10OKNC,BC,"Bankruptcy Court",476,10,OKN,1,"Oklahoma Northern Bankruptcy Court",http://www.oknb.uscourts.gov,918-699-4000,918-699-4045,,,,,0,-95.992657,36.153733,105,"Federal Building","224 South Boulder Avenue",Tulsa,OK,74103-3006,"Federal Building","Federal Building
224 South Boulder Avenue
Tulsa, OK 74103-3006
",,,https://ecf.oknb.uscourts.gov,,,
B10OKWC,BC,"Bankruptcy Court",477,10,OKW,1,"Oklahoma Western Bankruptcy Court",http://www.okwb.uscourts.gov,405-609-5700,405-609-5752,,,,,0,-97.516564,35.470866,147,"Old Post Office Building","215 Dean A. McGee Avenue","Oklahoma City",OK,73102,"Old Post Office Building","Old Post Office Building
215 Dean A. McGee Avenue
Oklahoma City, OK 73102
",,,https://ecf.okwb.uscourts.gov,,,
B10WYXC,BC,"Bankruptcy Court",480,10,WYX,1,"Wyoming Bankruptcy Court",http://www.wyb.uscourts.gov,307-433-2200,307-433-2214,,,,,0,-104.818333,41.137343,"Suite 6004","Joseph C. O'Mahoney Federal Building","2120 Capitol Avenue",Cheyenne,WY,82001,"Joseph C. O'Mahoney Federal Building","Joseph C. O'Mahoney Federal Building
2120 Capitol Avenue
Cheyenne, WY 82001
",,,https://ecf.wyb.uscourts.gov,,,
B11ALMB,BB,"Bankruptcy Court",481,11,ALM,1,"Alabama Middle Bankruptcy Administrator",http://www.almba.uscourts.gov,334-954-3900,,,,,,0,-86.308934,32.376013,"Suite 103","Frank M. Johnson, Jr. United States Courthouse","One Church Street",Montgomery,AL,36104,"Frank M. Johnson, Jr. United States Courthouse","Frank M. Johnson, Jr. United States Courthouse
One Church Street
Montgomery, AL 36104
",,,,,,
B11ALMC,BC,"Bankruptcy Court",482,11,ALM,1,"Alabama Middle Bankruptcy Court",http://www.almb.uscourts.gov,334-954-3800,334-954-3819,,,,,0,-86.308934,32.376013,DOr,"Frank M. Johnson, Jr. United States Courthouse","One Church Street",Montgomery,AL,36104,"Frank M. Johnson, Jr. United States Courthouse","Frank M. Johnson, Jr. United States Courthouse
One Church Street
Montgomery, AL 36104
",,,https://ecf.almb.uscourts.gov,,,
B11ALNB,BB,"Bankruptcy Court",483,11,ALN,0,"Alabama Northern Bankruptcy Administrator",http://www.alnba.uscourts.gov,256-741-1540,256-741-1522,,,,,0,-85.829769,33.655933,"2nd Floor","United States Courthouse","914 Noble Street",Anniston,AL,36202,"United States Courthouse","United States Courthouse
914 Noble Street
Anniston, AL 36202
",,,,,"PO Box 2008",36202-2008
B11ALNB,BB,"Bankruptcy Court",484,11,ALN,1,"Alabama Northern Bankruptcy Administrator",http://www.alnba.uscourts.gov,205-714-3830,205-909-9436,,,,,0,-86.810984,33.516762,3303,"Robert S. Vance Federal Building","1800 Fifth Avenue North",Birmingham,AL,35203,"Robert S. Vance Federal Building","Robert S. Vance Federal Building
1800 Fifth Avenue North
Birmingham, AL 35203
",,,,,,
